confidence_threshold,coverage,selective_accuracy
0.3,0.9484,0.6170392239561366
0.4,0.8183,0.6597824758645974
0.5,0.6391,0.7244562666249413
0.6000000000000001,0.4836,0.782464846980976
0.7000000000000002,0.353,0.8441926345609065
0.8000000000000003,0.2384,0.8905201342281879
0.9000000000000001,0.1312,0.9527439024390244
